iter	MultiClass
0	1.30613462
1	1.242832492
2	1.198979093
3	1.152398792
4	1.111910268
5	1.070338582
6	1.038155207
7	1.003678874
8	0.9717896499
9	0.9417426131
10	0.9159733351
11	0.8882591377
12	0.8679052045
13	0.8489934785
14	0.8342613284
15	0.8087116697
16	0.7890560987
17	0.7734789172
18	0.7558905802
19	0.7416765756
20	0.7261499123
21	0.7155941047
22	0.6991414502
23	0.6872231844
24	0.6751272022
25	0.6569772234
26	0.6453486048
27	0.6347305896
28	0.6226461389
29	0.6041636345
30	0.5960396844
31	0.5893006595
32	0.5792093427
33	0.5707848883
34	0.5625898284
35	0.5553394926
36	0.5458160416
37	0.5375033695
38	0.5285203951
39	0.5208185881
40	0.5174031774
41	0.5098630919
42	0.4965151914
43	0.4891313164
44	0.480308679
45	0.4675211045
46	0.4605910947
47	0.4550217937
48	0.4505045982
49	0.4449068899
50	0.4401680615
51	0.4366409771
52	0.4265860186
53	0.4182837541
54	0.4096546964
55	0.4054404729
56	0.3990497128
57	0.3950375449
58	0.3860692328
59	0.3749451897
60	0.3704518009
61	0.3643677197
62	0.3563653395
63	0.3532282852
64	0.3494335799
65	0.3458186961
66	0.3358483248
67	0.3317031955
68	0.3276798658
69	0.325486006
70	0.318058806
71	0.3141306654
72	0.3063477748
73	0.3018183522
74	0.2976471159
75	0.2913064675
76	0.2879817022
77	0.2808812884
78	0.2746916467
79	0.2697339183
80	0.2630778613
81	0.2593417312
82	0.2562891992
83	0.2507153765
84	0.2461750473
85	0.2427842152
86	0.2389954362
87	0.2355506537
88	0.2321640882
89	0.2277536196
90	0.2231793631
91	0.2196211609
92	0.2160878886
93	0.2145234185
94	0.2118906485
95	0.2101832422
96	0.2074525703
97	0.2030573634
98	0.1997682309
99	0.1976215767
100	0.1941209258
101	0.1932157214
102	0.1911639003
103	0.188665347
104	0.1866805895
105	0.1852202235
106	0.1824340674
107	0.179392871
108	0.1762189766
109	0.1729571816
110	0.1713661309
111	0.1697907214
112	0.1668636009
113	0.1658485307
114	0.1638496777
115	0.1621219385
116	0.1609562733
117	0.1592322725
118	0.1573773478
119	0.1561186451
120	0.1538078248
121	0.1509791846
122	0.1492718798
123	0.1487463634
124	0.1474587301
125	0.1460483941
126	0.1452886198
127	0.1448271702
128	0.1441138042
129	0.1423625237
130	0.1410828938
131	0.139651551
132	0.1389164302
133	0.1386768623
134	0.1365680617
135	0.1362212968
136	0.1355759969
137	0.135138697
138	0.1346489859
139	0.134243348
140	0.1337810364
141	0.1330629354
142	0.131917009
143	0.1309314362
144	0.1294254346
145	0.1291068582
146	0.1273809394
147	0.1271241536
148	0.1267548118
149	0.1257340061
150	0.1249035162
151	0.1238023726
152	0.1225536915
153	0.1221128418
154	0.1217821716
155	0.1211824304
156	0.1209063954
157	0.1197202339
158	0.119282992
159	0.1174724771
160	0.1156633624
161	0.1151471253
162	0.1146967798
163	0.1140842594
164	0.1125982191
165	0.1113611987
166	0.1111256859
167	0.1103379225
168	0.1100445329
169	0.109104866
170	0.108472931
171	0.1077957963
172	0.1075657458
173	0.1068280345
174	0.1065457219
175	0.106395748
176	0.1052358548
177	0.1049396953
178	0.1048403657
179	0.103762998
180	0.1035748597
181	0.1034721061
182	0.102989813
183	0.1018006536
184	0.1013818203
185	0.101066049
186	0.1004789892
187	0.09904968703
188	0.09874835852
189	0.09806466326
190	0.09678003931
191	0.09614904115
192	0.09551788058
193	0.09520690282
194	0.09500846213
195	0.09445974171
196	0.09412119128
197	0.09354972058
198	0.09319098482
199	0.09205540697
200	0.09146487691
201	0.09104768459
202	0.09070743314
203	0.09016819354
204	0.09005481505
205	0.08987571586
206	0.08943858268
207	0.08927586176
208	0.08885517516
209	0.08854040526
210	0.08844815621
211	0.08735406262
212	0.08720949601
213	0.08703341566
214	0.08699195676
215	0.08683379429
216	0.08632631867
217	0.08605196953
218	0.08549223969
219	0.08463289982
220	0.08436954629
221	0.08410350174
222	0.08393296599
223	0.08358025623
224	0.0833205592
225	0.08320234016
226	0.0829968683
227	0.08244893235
228	0.08211441919
229	0.08175272641
230	0.08150732549
231	0.08102023707
232	0.08073299788
233	0.08050236965
234	0.08024526172
235	0.08012878656
236	0.07984779733
237	0.0793843637
238	0.07910592859
239	0.07888985413
240	0.07759459553
241	0.07720854577
242	0.07650288906
243	0.07611636779
244	0.07552006695
245	0.07537263167
246	0.07520574465
247	0.07468088737
248	0.07411721801
249	0.07384531677
250	0.07349198384
251	0.07340610751
252	0.07332088409
253	0.07319683834
254	0.07308268972
255	0.07276671125
256	0.07215149474
257	0.0719201329
258	0.0715985442
259	0.07152460867
260	0.07116613541
261	0.07079854727
262	0.07054994273
263	0.0701558831
264	0.07000449515
265	0.06982630241
266	0.0696892453
267	0.06920238855
268	0.0689446687
269	0.06887695806
270	0.0687188875
271	0.0683654814
272	0.06788425255
273	0.06740713925
274	0.0673113688
275	0.0671507738
276	0.06697716866
277	0.06680782185
278	0.06639341662
279	0.06626314119
280	0.06609424157
281	0.06581201219
282	0.06569296131
283	0.06552035744
284	0.06538193944
285	0.06531905593
286	0.06500172099
287	0.06472317665
288	0.06467646663
289	0.06425746015
290	0.06394993649
291	0.06375608109
292	0.06370911149
293	0.06321128044
294	0.06289846437
295	0.06263045279
296	0.06237026109
297	0.0622208526
298	0.06211577885
299	0.06141944739
300	0.06121431029
301	0.06099910529
302	0.06036112668
303	0.06020877999
304	0.06009180384
305	0.05944630186
306	0.05937469459
307	0.05920692857
308	0.05904295155
309	0.05880607332
310	0.05870476842
311	0.0584869389
312	0.05816925598
313	0.05785113398
314	0.05773400953
315	0.05765698871
316	0.05747747667
317	0.05716342553
318	0.05707700951
319	0.0570458572
320	0.05687283871
321	0.05664155044
322	0.05649277962
323	0.05620752798
324	0.05610354709
325	0.05570921878
326	0.05547023747
327	0.05537637318
328	0.05525319317
329	0.05515044895
330	0.05498090219
331	0.05484758169
332	0.05467343149
333	0.05448726709
334	0.05439217496
335	0.05425446839
336	0.05402336712
337	0.05369050538
338	0.05349305188
339	0.05324821696
340	0.05310103842
341	0.05302473113
342	0.05279783184
343	0.05255728467
344	0.05209500989
345	0.05196936101
346	0.05177976902
347	0.05167747252
348	0.0516335281
349	0.05153916876
350	0.05144086806
351	0.05133162196
352	0.05112879102
353	0.05089748269
354	0.0507785954
355	0.05065815718
356	0.05053423306
357	0.05032890476
358	0.05009193871
359	0.04989496798
360	0.04974509751
361	0.04964805082
362	0.04957177341
363	0.04943668209
364	0.04912969231
365	0.04904360915
366	0.04890596682
367	0.04884743031
368	0.04876778862
369	0.04783892665
370	0.04767445071
371	0.04750849918
372	0.04735019332
373	0.04728793709
374	0.04724749177
375	0.04704938383
376	0.04697680615
377	0.04675291644
378	0.04651321978
379	0.04648265328
380	0.04641927229
381	0.04636397123
382	0.04608642717
383	0.04580361716
384	0.04568746935
385	0.04558540794
386	0.04545941297
387	0.04541472521
388	0.0450018711
389	0.04473766556
390	0.04450327804
391	0.04444618629
392	0.04437832707
393	0.04399501769
394	0.04360048783
395	0.04352500491
396	0.04330146574
397	0.04321381466
398	0.04310868771
399	0.04290194075
400	0.0428115889
401	0.04270147725
402	0.04246898436
403	0.04238327249
404	0.04225391341
405	0.04211902394
406	0.04208157576
407	0.04198023241
408	0.04160026443
409	0.04141652175
410	0.04115672297
411	0.04104268759
412	0.04097112588
413	0.04088043471
414	0.04083254504
415	0.04070308003
416	0.0405357651
417	0.04045724004
418	0.0402921859
419	0.04010905946
420	0.04005537864
421	0.03992912559
422	0.03977687731
423	0.0394908836
424	0.03941707875
425	0.03904439062
426	0.03884711894
427	0.03862139587
428	0.03855528841
429	0.03837921923
430	0.03826918648
431	0.0381284301
432	0.03804962319
433	0.03751201803
434	0.03725743214
435	0.03696692915
436	0.03690282188
437	0.03679538679
438	0.03666922477
439	0.03649044935
440	0.03638459195
441	0.03630762355
442	0.03624325023
443	0.03614798044
444	0.03597190304
445	0.03586596081
446	0.03582105595
447	0.03574197914
448	0.03556542767
449	0.03515355138
450	0.03511871156
451	0.03503673994
452	0.03491370334
453	0.03479639611
454	0.03472851497
455	0.03469820707
456	0.0346309053
457	0.03450214802
458	0.03439905106
459	0.03434912174
460	0.03430344257
461	0.03421802722
462	0.0341914698
463	0.03413570578
464	0.03406664034
465	0.03398385196
466	0.03388509003
467	0.03377629869
468	0.03328678774
469	0.03320505999
470	0.03308749611
471	0.0328510147
472	0.0327052371
473	0.03229516585
474	0.0322465164
475	0.03213464595
476	0.031937317
477	0.03169638243
478	0.03167786705
479	0.03156426139
480	0.03148439792
481	0.03144196667
482	0.03133482552
483	0.03114851128
484	0.0310904183
485	0.03102045535
486	0.0309549358
487	0.03090029032
488	0.0308260192
489	0.03081962294
490	0.03072923404
491	0.03052547245
492	0.03049791206
493	0.03037771889
494	0.03033874294
495	0.03028561515
496	0.03027514416
497	0.03021372528
498	0.03014603054
499	0.03001671847
