iter	Passed	Remaining
292	87782	91976
293	88067	91662
294	88329	91323
295	88615	91010
296	88880	90675
297	89160	90357
298	89434	90032
299	89709	89709
300	90017	89419
301	90292	89096
302	90583	88789
303	90879	88488
304	91163	88174
305	91461	87874
306	91805	87619
307	92176	87388
308	92468	87082
309	92730	86748
310	92996	86418
311	93307	86130
312	93594	85819
313	93879	85508
314	94140	85175
315	94426	84864
316	94706	84548
317	94994	84240
318	95269	83920
319	95579	83632
320	95867	83324
321	96142	83004
322	96422	82690
323	96686	82362
324	96954	82038
325	97214	81708
326	97497	81397
327	97785	81090
328	98067	80779
329	98358	80474
330	98637	80161
331	98900	79835
332	99184	79526
333	99489	79234
334	99797	78944
335	100117	78663
336	100413	78364
337	100695	78054
338	100971	77739
339	101253	77428
340	101527	77113
341	101797	76794
342	102065	76475
343	102346	76164
344	102616	75846
345	102892	75533
346	103174	75225
347	103449	74911
348	103710	74588
349	104006	74290
350	104309	73997
351	104615	73706
352	104948	73433
353	105265	73150
354	105570	72858
355	105859	72555
356	106133	72242
357	106412	71932
358	106688	71620
359	106964	71309
360	107241	70999
361	107527	70694
362	107796	70379
363	108068	70066
364	108362	69767
365	108640	69458
366	108922	69152
367	109198	68842
368	109530	68567
369	109841	68279
370	110111	67966
371	110406	67668
372	110673	67353
373	110963	67052
374	111240	66744
375	111527	66441
376	111813	66139
377	112083	65826
378	112351	65513
379	112615	65198
380	112909	64900
381	113209	64606
382	113507	64310
383	113805	64015
384	114112	63725
385	114527	63494
386	114876	63226
387	115220	62955
388	115577	62691
389	115897	62406
390	116203	62114
391	116537	61836
392	116938	61593
393	117315	61337
394	117680	61074
395	118022	60799
396	118371	60527
397	118692	60240
398	118978	59936
399	119273	59636
400	119557	59331
401	119819	59015
402	120112	58714
403	120403	58413
404	120666	58098
405	120945	57791
406	121218	57482
407	121490	57172
408	121774	56867
409	122045	56557
410	122328	56253
411	122595	55941
412	122868	55632
413	123140	55323
414	123435	55025
415	123697	54712
416	123982	54409
417	124248	54098
418	124519	53790
419	124796	53484
420	125085	53183
421	125369	52880
422	125648	52576
423	125930	52272
424	126298	52005
425	126584	51703
426	126870	51402
427	127177	51108
428	127477	50812
429	127775	50515
430	128058	50213
431	128361	49918
432	128669	49625
433	129009	49344
434	129347	49062
435	129677	48777
436	129985	48484
437	130292	48190
438	130627	47906
439	130947	47617
440	131246	47320
441	131544	47022
442	131833	46722
443	132139	46427
444	132462	46138
445	132759	45840
446	133085	45552
447	133389	45257
448	133702	44964
449	134005	44668
450	134307	44372
451	134611	44076
452	134921	43782
453	135224	43486
454	135548	43196
455	135844	42898
456	136153	42603
457	136463	42309
458	136769	42014
459	137083	41720
460	137385	41424
461	137706	41133
462	138007	40836
463	138307	40538
464	138624	40245
465	138936	39951
466	139232	39652
467	139504	39347
468	139791	39046
469	140076	38744
470	140348	38439
471	140623	38135
472	140897	37830
473	141177	37528
474	141448	37223
475	141742	36924
476	142032	36624
477	142317	36323
478	142616	36026
479	142961	35740
480	143265	35444
481	143562	35146
482	143880	34853
483	144209	34562
484	144519	34267
485	144817	33969
486	145120	33672
487	145402	33370
488	145712	33075
489	146016	32779
490	146307	32479
491	146612	32183
492	146921	31887
493	147209	31587
494	147509	31289
495	147805	30991
496	148099	30692
497	148391	30393
498	148706	30098
499	148992	29798
500	149301	29502
501	149603	29205
502	149915	28910
503	150232	28615
504	150527	28316
505	150838	28021
506	151108	27718
507	151393	27417
508	151679	27117
509	151972	26818
510	152291	26524
511	152599	26228
512	152900	25930
513	153192	25631
514	153474	25330
515	153793	25036
516	154091	24738
517	154389	24440
518	154683	24141
519	154996	23845
520	155287	23546
521	155572	23246
522	155888	22951
523	156196	22654
524	156493	22356
525	156788	22057
526	157093	21760
527	157400	21463
528	157702	21166
529	158010	20869
530	158309	20571
531	158634	20276
532	158942	19979
533	159236	19680
534	159524	19381
535	159820	19083
536	160118	18784
537	160441	18489
538	160761	18193
539	161082	17898
540	161408	17602
541	161702	17303
542	162021	17007
543	162310	16708
544	162617	16410
545	162928	16113
546	163234	15816
547	163533	15517
548	163838	15219
549	164145	14922
550	164461	14625
551	164770	14327
552	165084	14030
553	165484	13740
554	165807	13443
555	166102	13144
556	166400	12846
557	166701	12547
558	167014	12249
559	167311	11950
560	167601	11651
561	167907	11353
562	168217	11055
563	168508	10755
564	168816	10457
565	169116	10158
566	169411	9859
567	169691	9560
568	169986	9261
569	170264	8961
570	170523	8660
571	170787	8360
572	171073	8061
573	171454	7766
574	171731	7466
575	172032	7168
576	172341	6869
577	172638	6571
578	172944	6272
579	173219	5973
580	173509	5674
581	173825	5376
582	174135	5077
583	174427	4778
584	174722	4480
585	174999	4180
586	175313	3882
587	175603	3583
588	175895	3284
589	176183	2986
590	176491	2687
591	176779	2388
592	177072	2090
593	177357	1791
594	177655	1492
595	177961	1194
596	178246	895
597	178513	597
598	178773	298
599	179036	0
