iter	MultiClass
550	0.01733585679
551	0.01728985486
552	0.01725561453
553	0.01711718648
554	0.01710766482
555	0.01707431759
556	0.01706171583
557	0.01702384268
558	0.01699618924
559	0.01697298269
560	0.01696488939
561	0.01693354722
562	0.01689217409
563	0.01682602972
564	0.01679324374
565	0.01676780488
566	0.0167515889
567	0.01669192405
568	0.01665345058
569	0.01661457459
570	0.01658786056
571	0.01653919567
572	0.01646513354
573	0.01644276462
574	0.01642655117
575	0.01640318098
576	0.01630730194
577	0.01626776291
578	0.01623790579
579	0.01611549105
580	0.01608019062
581	0.0160600262
582	0.0160435274
583	0.01602528706
584	0.01600132771
585	0.01591207042
586	0.01587867068
587	0.01584757148
588	0.01580903436
589	0.01570643393
590	0.01567186994
591	0.01565322789
592	0.01564214865
593	0.01560402902
594	0.01556713929
595	0.01550549613
596	0.01549873202
597	0.01541674612
598	0.01539860093
599	0.01538740062
