iter	MultiClass
0	1.315249336
1	1.248902665
2	1.183533217
3	1.135598865
4	1.090658847
5	1.047837219
6	1.008928472
7	0.9674676866
8	0.9238924353
9	0.8850502554
10	0.8519066315
11	0.81819838
12	0.7935730524
13	0.7727395154
14	0.7510883647
15	0.7195951491
16	0.6975165081
17	0.6766250064
18	0.6535736185
19	0.631058773
20	0.6120502628
21	0.5934047718
22	0.572126117
23	0.5526654041
24	0.535292478
25	0.5195412178
26	0.5052153679
27	0.4941742014
28	0.4800091116
29	0.4652504557
30	0.4545615424
31	0.4438593908
32	0.4346042315
33	0.4262005502
34	0.410152129
35	0.4021149565
36	0.3938072658
37	0.384282846
38	0.3726646318
39	0.3638602524
40	0.3562488132
41	0.3481978311
42	0.3403331352
43	0.3339166125
44	0.3261833347
45	0.3169791501
46	0.3090555174
47	0.3003137935
48	0.2947599549
49	0.2883810595
50	0.2818601335
51	0.2767126987
52	0.2713200498
53	0.2651648639
54	0.2591893262
55	0.2529743332
56	0.2470305463
57	0.2410689519
58	0.2342124985
59	0.2276920245
60	0.22090372
61	0.2153418085
62	0.2100445961
63	0.2058461554
64	0.1996359872
65	0.1951342324
66	0.1905085112
67	0.1867390684
68	0.1832104102
69	0.178744037
70	0.1737022478
71	0.1698560409
72	0.1657831964
73	0.1617091411
74	0.1573639087
75	0.1536519222
76	0.149187695
77	0.1454400273
78	0.1424254476
79	0.1396381512
80	0.1356492924
81	0.1319726999
82	0.1292224581
83	0.1260998736
84	0.1230474898
85	0.120360999
86	0.1181277164
87	0.1157351956
88	0.1129580141
89	0.1105918211
90	0.1083422634
91	0.1063335554
92	0.1042780898
93	0.102088285
94	0.09982459492
95	0.09766773562
96	0.09568785635
97	0.09381139046
98	0.09189106543
99	0.08943179947
100	0.08785762969
101	0.08675886748
102	0.08475174069
103	0.08364215446
104	0.08199787994
105	0.0806715668
106	0.07953113473
107	0.07808002469
108	0.07678306799
109	0.07555720223
110	0.07434537054
111	0.07329732597
112	0.0719048889
113	0.07057505671
114	0.06939549978
115	0.06866138962
116	0.06746175567
117	0.06654148398
118	0.06542514904
119	0.06459262317
120	0.06350272972
121	0.06263869378
122	0.06181760172
123	0.06094757446
124	0.05999821448
125	0.05924745036
126	0.05827218289
127	0.05761235612
128	0.05669972742
129	0.0559646382
130	0.05503299967
131	0.05426610762
132	0.05360765971
133	0.05288219746
134	0.05212854654
135	0.05142226232
136	0.05063771745
137	0.05010485095
138	0.04937462652
139	0.04874349621
140	0.04810426291
141	0.04745946558
142	0.04683143986
143	0.04637807871
144	0.04610547328
145	0.04550461733
146	0.04515406602
147	0.04459799013
148	0.04408673138
149	0.04335298849
150	0.04278425495
151	0.04228399634
152	0.04184680545
153	0.04144348774
154	0.04099103524
155	0.04051051691
156	0.04016262178
157	0.03974490887
158	0.03943603607
159	0.03902191714
160	0.03861427511
161	0.03828056653
162	0.0377744713
163	0.03742129429
164	0.03708007289
165	0.03661243139
166	0.0363106979
167	0.03598160508
168	0.03563104931
169	0.03532331756
170	0.03498198345
171	0.03465725373
172	0.03426214067
173	0.03397570775
174	0.03373732217
175	0.03350627666
176	0.03316345691
177	0.03289422857
178	0.03260136988
179	0.03226487878
180	0.03198598259
181	0.0316767688
182	0.03141081034
183	0.03114097996
184	0.03092052384
185	0.03062064385
186	0.03040520133
187	0.03019874506
188	0.02990029958
189	0.0296727683
190	0.02941879786
191	0.02914984581
192	0.02887356041
193	0.02863735365
194	0.02842348869
195	0.02821360882
196	0.02804428324
197	0.02786900525
198	0.02758102733
199	0.02729852452
200	0.02715324221
201	0.02697442157
202	0.02678966685
203	0.02659618891
204	0.02635847937
205	0.02615402454
206	0.02599810553
207	0.02577205091
208	0.02551728112
209	0.02528845682
210	0.02510317105
211	0.02485582771
212	0.02456492714
213	0.02442729635
214	0.02421142373
215	0.02403267805
216	0.02389655341
217	0.02373121623
218	0.02355355799
219	0.02341086336
220	0.02329898131
221	0.02315774631
222	0.02296856809
223	0.02278092742
224	0.02259926478
225	0.02246602463
226	0.02236325474
227	0.02222370862
228	0.02209428469
229	0.02193677974
230	0.02180039549
231	0.0216343145
232	0.02148290865
233	0.02131358275
234	0.02110304722
235	0.02098119682
236	0.02084107119
237	0.0207385394
238	0.02061444035
239	0.02049328143
240	0.02040978107
241	0.0202668259
242	0.02016729756
243	0.02005011184
244	0.01990830507
245	0.01969781812
246	0.01961904524
247	0.01949729777
248	0.01937692328
249	0.01927070163
250	0.01913484025
251	0.01903022198
252	0.01895358117
253	0.01880213386
254	0.01864904485
255	0.01854186684
256	0.01846865493
257	0.01834663356
258	0.01822882253
259	0.01811972591
260	0.01803442925
261	0.01786935201
262	0.01775459374
263	0.01767903593
264	0.0175740253
265	0.01747947545
266	0.01739194759
267	0.017284553
268	0.01717899977
269	0.01709420803
270	0.01697983571
271	0.0168823181
272	0.01679618285
273	0.01669297573
274	0.0165774806
275	0.01649314515
276	0.01643739285
